"","rowid","ID","Dataset","Class","Selected","Temp","TempSeas","Prec","PrecSeas","TWI","Canopy_Height","Less_than_1","Between_1_and_3","Between_3_and_10","Over_10","Vegetation_density","PhSurface","phDeep","aclaynor","afsandno","agsandno","asiltnor","Slope","Heat_Load_Index","Rank","habtype","MajorHab","UTMx...30","UTMy...31"
"36",1646,"145_493546","Novana_Increase","Increase","Yes",86.6336288452148,5949.96728515625,595.290161132812,19,10129,253,0,1,0,0,2012,6.50362062454224,8.65817451477051,7.69999980926514,58.7000007629395,28.8999996185303,4.5,6,6545,1,6230,"62",708780,6104030
"37",1647,"145_493549","Novana_Decrease","Decrease","Yes",86.6336288452148,5949.96728515625,595.290161132812,19,14163,197,0,1,0,0,166,6.02751731872559,8.65451335906982,7.5,57.7000007629395,30.3999996185303,4.30000019073486,5,1007,1,5130,"51",708680,6104210
"38",1648,"148_493658","Novana_Decrease","Decrease","Yes",86,5940.9267578125,573.464721679688,19,15431,208,0,1,0,0,214,5.99440050125122,7.08420038223267,16.2000007629395,41.2000007629395,33.2999992370605,9.10000038146973,6,9603,1,6410,"64",670350,6135300
"39",1649,"15_488406","Novana_Decrease","Decrease","Yes",83,5746.2509765625,610.121032714844,20.1200332641602,6401,1585,0,0,0,1,5174,6.34795379638672,5.61893272399902,5.19999980926514,41.0999984741211,47.2000007629395,6.19999980926514,56,5609,1,6210,"62",559660,6287050
"40",1650,"150_493736","Novana_Increase","Increase","Yes",87,5948.2744140625,568.8623046875,20,16267,0,1,0,0,0,9,7.36272192001343,7.41829490661621,10.6000003814697,41.4000015258789,37.7999992370605,10.1000003814697,0,9997,1,7200,"72",720730,6096570
"41",1651,"150_493745","Novana_Increase","Increase","Yes",87,5950.46923828125,563.820190429688,19.9478797912598,16091,8,1,0,0,0,12,6.66104793548584,7.41121482849121,11.3000001907349,39.7999992370605,38.0999984741211,10.6999998092651,1,5349,1,7200,"72",720790,6096740
"42",1652,"156_494001","Novana_Increase","Increase","Yes",85.1749572753906,5982.63525390625,556.584411621094,21.0147094726562,9120,0,1,0,0,0,0,5.02761936187744,8.00499248504639,5.90000009536743,40.5,51.4000015258789,2.09999990463257,4,9999,1,NA,NA,673340,6206510
"43",1653,"156_494015","Novana_Increase","Increase","Yes",85.1749572753906,5982.63525390625,556.584411621094,21.0147094726562,12412,379,0,0,1,0,2709,5.15651941299438,7.98651027679443,6.30000019073486,42.0999984741211,49.0999984741211,2.29999995231628,13,92,1,2130,"21",673330,6206730
"44",1654,"160_494217","Novana_Decrease","Decrease","Yes",87,5892.93701171875,557.337829589844,20.8131427764893,7764,0,1,0,0,0,0,5.05533504486084,7.00519704818726,2.79999995231628,21.3999996185303,72.5,3.09999990463257,15,9240,1,2130,"21",643930,6179690
"45",1655,"161_494243","Novana_Decrease","Decrease","Yes",83.2658386230469,5902.75244140625,611.928161621094,19.8388175964355,7265,0,1,0,0,0,0,7.31762313842773,7.59176063537598,9,54.0999984741211,26.6000003814697,10,29,1786,1,6230,"62",652100,6189150
"46",1656,"165_494379","Novana_Decrease","Decrease","Yes",86.4335556030273,5902.2255859375,557.544555664062,21,7227,0,1,0,0,0,0,7.57480001449585,8.3782901763916,10,52.2000007629395,28.7999992370605,8.80000019073486,1,8993,1,6200,"62",648650,6190860
"47",1657,"171_494564","Novana_Increase","Increase","Yes",85.2633056640625,5968.4248046875,569.114135742188,20,12963,0,1,0,0,0,0,7.43309116363525,8.3303050994873,2.70000004768372,67.3000030517578,24.2000007629395,5.59999990463257,2,194,1,7230,"72",672160,6182650
"48",1658,"171_494566","Novana_Increase","Increase","Yes",85.285774230957,5966.93212890625,573.490051269531,20,12183,26,1,0,0,0,870,7.44869375228882,8.31811618804932,2.59999990463257,66.3000030517578,25.6000003814697,5.30000019073486,2,1,1,7230,"72",672000,6182790
"49",1659,"171_494573","Novana_Increase","Increase","Yes",85.2633056640625,5968.4248046875,569.114135742188,20,12913,0,1,0,0,0,0,7.30130338668823,8.33581066131592,3.09999990463257,64.1999969482422,26.6000003814697,5.90000009536743,3,128,1,7230,"72",672520,6182350
"50",1660,"171_494581","Novana_Increase","Increase","Yes",85.7158432006836,5969.00146484375,577.358032226562,20,12047,0,1,0,0,0,19,7.46495962142944,8.32064342498779,2.09999990463257,64.9000015258789,28.2999992370605,4.5,5,714,1,7230,"72",671930,6182890
"51",1661,"171_494585","Novana_Increase","Increase","Yes",85.2633056640625,5968.4248046875,569.114135742188,20,8933,0,1,0,0,0,0,7.43667316436768,8.32651996612549,2.59999990463257,66.8000030517578,25,5.40000009536743,4,109,1,7230,"72",672080,6182770
"52",1662,"178_494825","Novana_Decrease","Decrease","Yes",85.9636611938477,5991.02001953125,569.528747558594,19.8709983825684,14495,0,1,0,0,0,0,7.48742246627808,9.15749549865723,12.1000003814697,41.2999992370605,35,11.3000001907349,12,272,1,7230,"72",707188,6142044
"53",1663,"178_494837","Novana_Stable","Stable","Yes",85.9636611938477,5991.02001953125,569.528747558594,19.8709983825684,17743,0,1,0,0,0,0,7.05070829391479,7.66133165359497,10.8999996185303,47.5999984741211,30.2000007629395,11.1000003814697,3,2061,1,6400,"64",706928,6142594
"54",1664,"178_494854","Novana_Decrease","Decrease","Yes",85.9636611938477,5991.02001953125,569.528747558594,19.8709983825684,9984,245,0,1,0,0,1962,6.83641862869263,7.69285774230957,10.8999996185303,44.5999984741211,32.7999992370605,11.5,2,37,1,7230,"72",707038,6142444
"55",1665,"185_495101","Novana_Decrease","Decrease","Yes",83.7183380126953,6034.0966796875,631.056091308594,22,7286,0,1,0,0,0,0,6.07692766189575,6.99737071990967,8.69999980926514,50.7000007629395,30.3999996185303,10,79,4218,1,6230,"62",690454,6201429
"56",1666,"185_495119","Novana_Decrease","Decrease","Yes",83.7183380126953,6034.0966796875,631.056091308594,22,7208,0,1,0,0,0,0,5.68488788604736,6.95770168304443,8.69999980926514,50.7000007629395,30.2999992370605,10.1000003814697,82,5262,1,6200,"62",690484,6201459
"57",1667,"191_495268","Novana_Decrease","Decrease","Yes",84,6062.36181640625,594.524475097656,22,9211,0,1,0,0,0,0,7.39523315429688,8.37808227539062,9.39999961853027,50,31.2999992370605,9.10000038146973,1,27,1,7230,"72",696774,6206257
"58",1668,"193_495391","Novana_Stable","Stable","Yes",85,6046.7138671875,591.697509765625,21,16223,175,0,1,0,0,2703,5.88686513900757,8.5512638092041,8.5,45.4000015258789,38.2999992370605,7.69999980926514,10,9988,1,6200,"62",723548,6166544
"59",1669,"195_495517","Novana_Decrease","Decrease","Yes",82.2730865478516,6096.9609375,592.699035644531,19.9132328033447,9451,0,1,0,0,0,0,5.42304420471191,7.88351821899414,13,40.5999984741211,30.8999996185303,15.3000001907349,9,1284,1,6200,"62",724680,6189010
"60",1670,"199_495589","Novana_Stable","Stable","Yes",82.6793899536133,6079.009765625,612.098083496094,20.1896495819092,11959,2262,0,0,0,1,7634,5.63200902938843,7.93625402450562,11.1999998092651,44.9000015258789,29.8999996185303,13.8000001907349,6,4651,1,9100,"91",721338,6184304
"61",1671,"20_488587","Novana_Increase","Increase","Yes",84.9700546264648,5886.70263671875,603.708557128906,22,10562,131,0,1,0,0,1401,7.18099880218506,8.26340293884277,2.29999995231628,31.6000003814697,64.1999969482422,1.70000004768372,2,9636,1,6410,"64",618900,6352820
"62",1672,"20_488607","Novana_Increase","Increase","Yes",84.9865112304688,5885.666015625,604.188842773438,22,11525,25,1,0,0,0,544,7.17990636825562,8.26070880889893,2.20000004768372,40.5999984741211,55.4000015258789,1.70000004768372,4,3455,1,7230,"72",618820,6352750
"63",1673,"20_488608","Novana_Increase","Increase","Yes",84.9700546264648,5886.70263671875,603.708557128906,22,11643,20,1,0,0,0,723,7.16726303100586,8.25782585144043,2.20000004768372,40.7000007629395,55.2000007629395,1.70000004768372,5,2061,1,7230,"72",618870,6352720
"64",1674,"20_488613","Novana_Increase","Increase","Yes",84.9700546264648,5886.70263671875,603.708557128906,22,11115,243,0,1,0,0,2105,7.18634653091431,8.26108837127686,2.29999995231628,31.7000007629395,64.0999984741211,1.70000004768372,5,1853,1,7230,"72",618880,6352790
"65",1675,"203_495717","Novana_Increase","Increase","Yes",85,5843.24072265625,613.03759765625,19,11873,163,0,1,0,0,1589,7.36651754379272,8.42366600036621,2.59999990463257,64.4000015258789,30.5,2.29999995231628,4,7650,1,6410,"64",592820,6226130
"66",1676,"204_495744","Novana_Increase","Increase","Yes",84.9806594848633,5533.87548828125,851.72412109375,25,12324,319,0,0,1,0,1514,5.65354919433594,5.42536354064941,7.90000009536743,28.3999996185303,56.5,7,37,272,1,7230,"72",499786,6151140
"67",1677,"207_493978","Novana_Decrease","Decrease","Yes",88,5938.12353515625,586.2265625,19.0389308929443,14297,241,0,1,0,0,2921,7.53061962127686,8.3590087890625,18.3999996185303,46,20.2999992370605,15.1000003814697,1,332,1,7230,"72",663150,6071020
"68",1678,"23_488700","Novana_Decrease","Decrease","Yes",81.2798156738281,5686.1884765625,650.744384765625,21,11153,28,1,0,0,0,238,4.64275074005127,4.0528359413147,4,55.7999992370605,33.9000015258789,6.19999980926514,94,3706,1,7230,"72",548160,6296450
"69",1679,"28_488902","Novana_Stable","Stable","Yes",86,5264.0322265625,825.562133789062,28.3723068237305,12240,0,1,0,0,0,0,6.8119945526123,4.8702540397644,1.60000002384186,8.80000019073486,89.4000015258789,0.100000001490116,3,9951,1,2190,"21",465139,6311872
"70",1680,"30_488996","Novana_Stable","Stable","Yes",81.8941955566406,5566.884765625,794.292724609375,23,12348,15,1,0,0,0,331,4.2927360534668,5.58485507965088,3.70000004768372,30.8999996185303,60.2000007629395,5.09999990463257,13,9330,1,4030,"40",510359,6248663
"71",1681,"31_489028","Novana_Stable","Stable","Yes",85.2247924804688,5308.6630859375,864.605712890625,28,8539,0,1,0,0,0,0,4.23149681091309,4.82215356826782,1.39999997615814,32.9000015258789,60.0999984741211,5.40000009536743,193,9728,1,NA,NA,475629,6329802
"72",1682,"32_489056","Novana_Increase","Increase","Yes",82.8424453735352,5558.69140625,740.525573730469,22.8424415588379,6830,253,0,1,0,0,257,6.78382730484009,5.41014099121094,6.5,53.2000007629395,31.8999996185303,8.10000038146973,99,3046,1,6230,"62",511099,6257462
"73",1683,"32_489061","Novana_Increase","Increase","Yes",82.8424453735352,5558.69140625,740.525573730469,22.8424415588379,9806,51,1,0,0,0,637,5.81862783432007,5.63091564178467,7.19999980926514,53.2000007629395,30.8999996185303,8.5,62,1226,1,6230,"62",511129,6257342
"74",1684,"32_489076","Novana_Increase","Increase","Yes",82.8424453735352,5558.69140625,740.525573730469,22.8424415588379,9839,103,0,1,0,0,653,6.69802951812744,5.49224281311035,6.69999980926514,52.9000015258789,32.2000007629395,8.10000038146973,90,218,1,6230,"62",511179,6257372
"75",1685,"36_489153","Novana_Decrease","Decrease","Yes",86,5378.97412109375,759.596374511719,26,12755,15,1,0,0,0,21,6.98501014709473,4.2562689781189,1.20000004768372,23.8999996185303,71.0999984741211,3.59999990463257,2,904,1,7230,"72",491270,6320320
"76",1686,"46_489557","Novana_Decrease","Decrease","Yes",85,5852.875,556.843872070312,18,7929,90,1,0,0,0,1499,6.52782821655273,6.81796789169312,5.59999990463257,38.5999984741211,48.5999984741211,7.09999990463257,267,92,1,6210,"62",607909,6227553
"77",1687,"49_489696","Novana_Decrease","Decrease","Yes",83.3108215332031,5775.61083984375,611.157287597656,20,7995,146,0,1,0,0,714,6.31161975860596,5.81382083892822,3.20000004768372,34.7000007629395,56.2000007629395,5.69999980926514,228,3046,1,6200,"62",566710,6282630
"78",1688,"49_489698","Novana_Decrease","Decrease","Yes",83.3108215332031,5775.61083984375,611.157287597656,20,7917,148,0,1,0,0,484,6.51579618453979,5.90966749191284,3.29999995231628,36.2999992370605,54.0999984741211,6.09999990463257,100,8078,1,6210,"62",566770,6282680
"79",1689,"49_489716","Novana_Decrease","Decrease","Yes",83.3108215332031,5775.61083984375,611.157287597656,20,7995,550,0,0,1,0,3388,6.31161975860596,5.81382083892822,3.20000004768372,34.7000007629395,56.2000007629395,5.69999980926514,183,4046,1,6210,"62",566730,6282630
"80",1690,"50_489759","Novana_Increase","Increase","Yes",78.2717056274414,5830.35693359375,739.919738769531,18.9298553466797,7112,326,0,0,1,0,4116,4.35207748413086,7.52609443664551,4.19999980926514,42.2999992370605,50.0999984741211,3.20000004768372,150,6462,1,6230,"62",594939,6231892
"81",1691,"58_489986","Novana_Decrease","Decrease","Yes",81.5946502685547,5762.1494140625,677.026672363281,20,13770,140,0,1,0,0,1991,6.24732446670532,5.67399835586548,6,44.4000015258789,42,7.40000009536743,5,714,1,7230,"72",562728,6273053
"82",1692,"59_490085","Novana_Stable","Stable","Yes",86,5351.8994140625,777.567260742188,27.2340984344482,11726,0,1,0,0,0,0,6.81016063690186,4.50880002975464,3.20000004768372,25,69.4000015258789,2.20000004768372,0,149,1,1330,"13",474467,6282534
"83",1693,"76_490813","Novana_Increase","Increase","Yes",86,5332.4619140625,791.166931152344,28.2289505004883,6220,0,1,0,0,0,0,3.20000004768372,6.32104873657227,13.3999996185303,42.4000015258789,28,16.1000003814697,69,3455,1,6210,"62",470049,6280522
"84",1694,"76_490843","Novana_Increase","Increase","Yes",85.8379669189453,5335.529296875,805.885925292969,28.0628910064697,9265,0,1,0,0,0,0,7.25510025024414,6.27270793914795,13.1999998092651,42.9000015258789,29.2999992370605,14.3999996185303,119,3960,1,6210,"62",470529,6280823
"85",1695,"78_490910","Novana_Stable","Stable","Yes",86,5459.07421875,852.844665527344,27.8874340057373,14966,0,1,0,0,0,0,5.55390882492065,5.22815084457397,2.59999990463257,18.1000003814697,76.1999969482422,2.79999995231628,1,9096,1,NA,NA,480457,6201795
"86",1696,"8_488144","Novana_Decrease","Decrease","Yes",84.9892730712891,5708.99658203125,679.620422363281,24.5424957275391,15640,12,1,0,0,0,41,6.08951616287231,6.88106060028076,4.09999990463257,42.5,51.7000007629395,1.60000002384186,5,5349,1,7230,"72",552010,6374960
"87",1697,"8_488146","Novana_Decrease","Decrease","Yes",84.9892730712891,5708.99658203125,679.620422363281,24.5424957275391,14153,78,1,0,0,0,753,5.42554330825806,6.86828756332397,4.19999980926514,42.5999984741211,51.5,1.60000002384186,8,3538,1,2250,"22",552010,6374870
"88",1698,"80_491022","Novana_Increase","Increase","Yes",83,5578.87548828125,826.897521972656,24.0245018005371,8625,196,0,1,0,0,2308,5.82668399810791,5.04641342163086,4.19999980926514,24.7999992370605,65.5999984741211,5.19999980926514,2,9373,1,7120,"71",505137,6192471
"89",1699,"81_491034","Novana_Increase","Increase","Yes",84,5521.375,733.051086425781,24,10492,299,0,1,0,0,1100,6.06519937515259,5.54211950302124,4.59999990463257,38,51,6.19999980926514,2,149,1,7140,"71",499927,6251746
"90",1700,"81_491042","Novana_Increase","Increase","Yes",84,5521.375,733.051086425781,24,10023,253,0,1,0,0,2535,6.05603933334351,5.46264743804932,4.69999980926514,38.0999984741211,50.5999984741211,6.30000019073486,2,19,1,7140,"71",499957,6251724
"91",1701,"84_491180","Novana_Stable","Stable","Yes",81.2942352294922,5592.76708984375,881.575317382812,23,8386,14,1,0,0,0,189,4.1903772354126,5.31159162521362,3,29.8999996185303,63.5,3.40000009536743,4,3875,1,4030,"40",509570,6208020
"92",1702,"85_491251","Novana_Increase","Increase","Yes",79.9269485473633,5656.328125,849.273803710938,22,7023,17,1,0,0,0,950,4.21328687667847,5.40809440612793,2.79999995231628,26,67.9000015258789,3.09999990463257,14,2808,1,6230,"62",524600,6199230
"93",1703,"86_491253","Novana_Decrease","Decrease","Yes",84,5748.39990234375,709.942565917969,20.5654640197754,6104,142,0,1,0,0,1689,5.91157579421997,5.28426933288574,7.30000019073486,45.5999984741211,35.9000015258789,10.8999996185303,120,194,1,7200,"72",546250,6192060
"94",1704,"88_491351","Novana_Decrease","Decrease","Yes",83.2419357299805,5735.38525390625,677.581665039062,20.689567565918,8569,1308,0,0,0,1,7875,5.30908203125,5.47939920425415,6.40000009536743,31,56.4000015258789,6,2,2576,1,9999,"99",543840,6212160
"95",1705,"92_491481","Novana_Stable","Stable","Yes",82.7175064086914,5670.31640625,806.550659179688,22,13164,458,0,0,1,0,3832,5.76974010467529,5.6738977432251,17.8999996185303,27.1000003814697,46.7999992370605,8,12,3127,1,6400,"64",526880,6177140
